Name,Office,Address,Telephone,,,,
ROLLASONS,HO,Scully HouseNN11 4BT,01327 301771,admin@rollasons.com, 01327 301755, http//www.rollasons.co.uk,284522
ROLLINGSONS,HO,Marlborough CourtEC1N 2LE,020 7611 4848,law@rollingsons.co.uk, 020 7611 4849, http//www.rollingsons.co.uk,194288
ROLLITS,HO,Wilberforce CourtHU1 1YJ,01482 323239,info@rollits.com, 01482 326239, http//www.rollits.com,54472
ROLLITS,BRN,Rowntree WharfYO1 9WE,01904 625790,john.lane@rollits.com, 01904 625807, http//www.rollits.com,54474
ROLLITS NOMINEES LIMITED,HO,Wilberforce CourtHU1 1YJ,01482 323 239,info@rollits.com, 01482 326 239, http//www.rollits.com,222789
ROMAIN COLEMAN,HO,183/185 Hoe StreetE17 3AP,020 8520 3322,law@romcolelaw.co.uk, 020 8520 8837, http//www.romcolelaw.co.uk,54479
RONA DOYLE & CO,HO,Wynsham HouseTN25 4EP,01233 812244,operations@sra.org.uk, 01233 811881,,324082
RONALD FLETCHER BAKER LLP,HO,326 Old StreetEC1V 9DR,020 7613 1402,info@rfblegal.co.uk, 020 7613 2711, http//www.rfblegal.co.uk,512598
RONALD FLETCHER BAKER LLP,BRN,77a Baker StreetW1U 6RF,020 7467 5757,info@rfblegal.co.uk, 020 7467 5758, http//www.rfblegal.co.uk,523362
RONALDSONS LLP,HO,3rd FloorWC1E 6HQ,020 7580 6075,forum@ronaldsons.co.uk, 020 7580 7429, http//www.ronaldsons.co.uk,485587
ROOKS RIDER,HO,Challoner HouseEC1R 0RR,020 7689 7000,lawyers@rooksrider.co.uk, 020 7689 7001, http//www.rooksrider.co.uk,54486
ROSE AND ROSE,HO,The Riverside CentreKT1 1HL,0208 974 7490,sr@roselegal.co.uk, 0208 546 6823, http//www.roselegal.co.uk,487509
ROSEMARY A THOMAS LIMITED,HO,18 Rectory PlaceLE11 1UU,01509 268 931,operations@sra.org.uk, 01509 610217,,498225
ROSENBLATT,HO,9-13 St. Andrew StreetEC4A 3AF,020 7955 0880,info@rosenblatt-law.co.uk, 020 7955 0888, http//www.rosenblatt-law.co.uk,70109
ROSHANIAN PAYMAN INTERNATIONAL SOLICITORS,HO,55 Park LaneW1K 1NA,+44 (0)20 7499 2712,rpi@rpi-intl.com, +44 (0) 20 7629-1774, http//www.rpi-intl.com,404936
ROSKELL DAVIES & CO,HO,661-665 Kingstanding RoadB44 9RH,0121 355 1018,i.roskell@roskelldavies.co.uk, 0121 354 8740, http//www.roskelldavies.co.uk,54543
ROSLING KING LLP,HO,10 Old BaileyEC4M 7NG,020 7246 8000,operations@sra.org.uk, 020 7246 8100, http//www.rkllp.co.uk,488026
ROSS & CO,HO,1 New SquareWC2A 3SA,0207 831 1099,ian@finnross.com, 0207 242 2460, http//www.finnross.com,283748
ROSS & CRAIG,HO,12a Upper Berkeley StreetW1H 7QE,020 7262 3077,reception@rosscraig.com, 020 7258 1550, http//www.rosscraig.com,71562
ROSS ALDRIDGE LLP,HO,5th FloorGL50 1TA,01242 707 400,enquiries@ra-sol.com, 08701 611 055, http//www.rossaldridge.co.uk,499662
ROSS COATES SOLICITORS,HO,Unit 15 IP-City CentreIP2 8SD,01473 695400,ross.coates@rosscoates.co.uk, 01473 695500, http//www.rosscoates.co.uk,184736
ROSS GREEN & CROWE,HO,23-25 CopperfieldsDA1 2DE,01322 225353,operations@sra.org.uk, 01322 224537,,69658
ROSS WILLIAMS,HO,Victoria HouseSG5 2DY,01462 636666,solicitors@rosswilliams-law.co.uk, 01462 436530, http//www.rosswilliams-law.co.uk,60616
ROSSIDES CAINE,HO,22 Aldermans HillN13 4PN,020 8882 9292,avittachi@aol.com, 020 8886 9341, http//www.law123.co.uk,44601
ROTHERA DOWSON,HO,2 Kayes WalkNG1 1PZ,0115 910 0600,enquiries@rotheradowson.co.uk, 0115 910 0800, http//www.rotheradowson.co.uk,54574
ROTHERHAM & CO,HO,8-9 The QuadrantCV1 2EG,024 7622 7331,info@rotherham.solicitors.co.uk, 024 7622 1293, http//www.rotherham-solicitors.co.uk,54575
ROUSE LEGAL,HO,11th FloorE14 9GE,020 7536 4100,london@iprints.com, 020 7536 4200, http//www.iprights.com,71739
ROUSE LEGAL,BRN,1st FloorOX2 7BY,01865 318400,oxford@iprights.com, 01865 318401, http//www.iprights.com,270493
ROUSE LEGAL,BRN,Electron BuildingOX11 0QR,01235 433300,harwell@iprights.com,, http//www.iprights.com,515261
ROWBERRY MORRIS,HO,17 Castle StreetRG1 7SB,0118 958 5611,admin@rowberrymorris.co.uk, 0118 959 9662, http//www.rowberrymorris.co.uk,54583
ROWBERRY MORRIS,BRN,15 Clarence StreetTW18 4SU,01784 457655,rowberrymorris@rmstaines.co.uk, 01784 465114, http//www.rowberrymorris.co.uk,54589
ROWBERRY MORRIS,BRN,Sherfield HouseRG26 3XJ,0118 981 2992,office@rmtadley.co.uk, 0118 981 7946, http//www.rowberrymorris.co.uk,54590
ROWBERRYS,HO,Sherwood HouseRG45 7AX,01344 775311,info@rowberrys.co.uk, 01344 779353,,67208
ROWBIS SOLICITORS LLP,HO,Morroway HouseGL1 1DW,01452 301903,t.ashford@rowbis.co.uk, 01452 411 115, http//www.rowbis.co.uk,489356
ROWEL GENN SOLICITORS,HO,39 Hatton GardenEC1N 8EH,0 20 7242 8885,mail@rowelgenn.com, 0 20 7242 4414, http//www.rowelgenn.com,323986
ROWLANDS SOLICITORS LLP,HO,3 York StreetM2 2RW,0161 835 2020,manchester@rowlands-solicitors.co.uk, 0161 835 2525, http//www.rowlands-solicitors.co.uk,440438
ROWLANDS SOLICITORS LLP,BRN,97 Chorley RoadM27 4AB,0161 794 0431,swinton@rowlands-solicitors.co.uk, 0161 794 4957, http//www.rowlands-solicitors.co.uk,440444
ROWLEY DICKINSON,HO,Halifax HouseM3 2GX,0161 834 4215,operations@sra.org.uk, 0161 834 5153,,71433
ROXBURGH MILKINS LLP,HO,Merchants HouseBS1 4RW,0845 241 9500,operations@sra.org.uk, 0845 241 9496, http//www.roxburghmilkins.com,387010
ROY FOREMAN & CO,HO,Riverhead ChambersDN31 1HQ,01472 350881,operations@sra.org.uk, 01472 342264,,48432
ROYDS LLP,HO,65 Carter LaneEC4V 5HF,020 7583 2222,info@royds.com, 020 7583 2034, http//www.royds.com,469004
ROYDS LLP,BRN,18 Crown LaneSM4 5BS,020 8542 1067,operations@sra.org.uk, 020 8544 0246, http//www.royds.com,469010
ROYTHORNES LLP,HO,Enterprise WayPE11 3YR,01775 842500,roythorne@roythorne.co.uk, 01775 725736, http//www.roythorne.co.uk,508090
ROYTHORNES LLP,BRN,The MaltingsCB25 0HB,01638 744620,operations@sra.org.uk, 01638 744621, http//www.roythornes.co.uk,508092
ROYTHORNES LLP,BRN,8-12 The RopewalkNG1 5DT,0115 948 4555,operations@sra.org.uk, 0115 945 4416, http//www.roythornes.co.uk,508093
ROYTHORNES LLP,BRN,Dean's CourtPE1 1XS,01733 346 868,operations@sra.org.uk, 01733 346 868, http//www.roythornes.co.uk,508094
ROZITA HUSSAIN,HO,2a Egerton CrescentM20 4PN,0161 448 8222,law@rozitahussain.co.uk, 0161 448 8333, http//www.rozitahussain.co.uk,208445
RR&CO (RUSSELL RIDLEY & CO)  LONDON MARITIME & ENERGY SOLICITORS,HO,The Lloyd's BuildingEC3V 1LP,0207 816 5496,russell@rrco.co.uk, 0870 487 2133,,421026
RUBINSTEIN PHILLIPS LLP,HO,19 Buckingham StreetWC2N 6EF,020 7925 2244,office@ruphlaw.co.uk, 020 7925 2256, http//www.ruphlaw.com,440565
RUBRIC LOIS KING,HO,32-34 New RoadB45 9HU,0121 453 5133,info@rlksolicitors.com, 0121 453 8299, http//www.rlksolicitors.com,387628
RUDGE & CO,HO,200 Newhall StreetB3 1SH,0121 2001775,addressee@rudgeandco.co.uk, 0121 2001776,,67016
RUDLINGS WAKELAM,BRN,14 Woolhall StreetIP33 1LA,01284 755771,pennybrice@rudlings-wakelam.co.uk, 01284 762436, http//www.rudlings-wakelam.co.uk,63326
RUNHAMS LLP,HO,89-93 Manningham LaneBD1 3BN,01274 381938,info@runhams.com, 01274 381970, http//www.runhams.com,492512
RUSSELL & CO SOLICITORS LIMITED,HO,12-13 Queens SquareRH10 1DY,01293 561965,alison@russell-co-legal.co.uk, 01293 521301, http//www.russell-co-legal.co.uk,470005
RUSSELL - COOKE LLP,HO,2 Putney HillSW15 6AB,0208 789 9111,helpdesk@russell-cooke.co.uk, 020 8780 1194, http//www.russell-cooke.co.uk,465322
RUSSELL - COOKE LLP,BRN,Bishops Palace HouseKT1 1QN,020 8546 6111,operations@sra.org.uk, 020 8541 4404, http//www.russell-cooke.co.uk,465340
RUSSELL - COOKE LLP,BRN,8 Bedford RowWC1R 4BX,020 7405 6566,operations@sra.org.uk, 020 7831 2565, http//www.russell-cooke.co.uk,465350
RUSSELL JONES & WALKER,HO,50-52 Chancery LaneWC2A 1HL,2076571555,enquiries@rjw.co.uk,2076571557, http//www.rjw.co.uk,54695
RUSSELL JONES & WALKER,BRN,11th Floor  The McLaren BuildiB4 7LN,0121 233 8300,enquiries@rjw.co.uk, 0121 233 8303, http//www.rjw.co.uk,54697
RUSSELL JONES & WALKER,BRN,Broad Quay HouseBS1 4DJ,0117 374 2222,enquiries@rjw.co.uk, 0117 374 2233, http//www.rjw.co.uk,54699
RUSSELL JONES & WALKER,BRN,First FloorM1 4DZ,0161 383 3500,enquiries@rjw.co.uk,, http//www.rjw.co.uk,54703
RUSSELL JONES & WALKER,BRN,3rd Floor Fountain PrecinctS1 2JA,0114 276 6868,enquiries@rjw.co.uk, 0114 252 5600, http//www.rjw.co.uk,224669
RUSSELL JONES & WALKER,BRN,Ground Floor Block CNE2 4LD,0191 204 6000,enquiries@rjw.co.uk, 0191 204 6039, http//www.rjw.co.uk,259841
RUSSELL JONES & WALKER,BRN,Unit 6b  2nd Floor Benton OffiWF4 5RA,01924 234 300,enquiries@rjw.co.uk, 01924 234 343, http//www.rjw.co.uk,386185
RUSSELL MALVERN LIMITED,HO,Holland HouseWR14 2AH,01684 892 000,law@russell-law.co.uk, 01684 892 202, http//www.russellandcosolicitors.co.uk,498255
RUSSELL WISE SOLICITORS LIMITED,HO,67a High RoadN22 6BH,0208 889 8300,info@russellwise.com, 0208 889 8222, http//www.russellwise.com,468938
RUSSELL-COOKE TRUST COMPANY,HO,2 Putney HillSW15 6AB,020 8789 9111,operations@sra.org.uk, 020 8785 4286, http//www.russell-cooke.co.uk,77246
RUSSELLS,HO,Regency HouseW1B 5LJ,020 7439 8692,media@russells.co.uk, 020 7494 3582, http//www.russellslaw.co.uk,54716
RUSTONS & LLOYD,HO,Beaufort HouseCB8 8JP,01638 661221,mail@rustonsandlloyd.com, 01638 661732, http//www.rustonsandlloyd.co.uk,54720
RUTHERFORDS,HO,6-9 Lady BankB79 7NB,01827 311411,advice@rutherfordslegal.com, 01827 311666, http//www.rutherfordslegal.com,54724
RUTHERFORDS,BRN,5b Victoria RoadB79 7HL,01827 310410,enquiries@rutherfordslettings.co.uk, 01827 67428, http//www.rutherfordslettings.co.uk,54728
RWP SOLICITORS LIMITED,HO,Meadow HouseRG8 7LY,0118 984 2266,pangbourne@rwp-solicitors.co.uk, 0118 9845133, http//www.rwp-solicitors.co.uk,419910
RWPS LLP,HO,48-50 Parkstone RoadBH15 2PG,01202 466669,mail@rwpslaw.co.uk, 01202 668614, http//www.rwpslaw.co.uk,447037
RYLATT CHUBB,HO,15 Old BaileyEC4M 7EF,020 3170 8978,office@rylattchubb.com, 020 3170 8979, http//www.rylattchubb.com,519159
S ALI & COMPANY,HO,19a Turnpike LaneN8 0EP,020 8340 5544,salico@salico.fsnet.co.uk, 020 8340 2255,,74517
S BOOTH & CO,HO,84 Islington High StreetN1 8EG,020 7226 3366,law@sbooth.co.uk, 020 7226 0833, http//www.sbooth.co.uk,72619
S H RAJANI & CO,HO,144-146 King's Cross RoadWC1X 9DU,020 7837 8311,shashirajani@hotmail.com, 020 7837 4041,,469390
S J ROBERTS LIMITED,HO,20 Church GateLE11 1UD,01509 232611,stephen.roberts@birdwilfordsale.co.uk, 01509 239081, http//www.birdwilfordsale.co.uk,487806
S MERALI SOLICITOR - ADVOCATE,HO,Vicarage HouseW8 4DB,020 7368 1621,shjmerali@btinternet.com, 020 7368 3300,,68631
SA LAW LLP,HO,60 London RoadAL1 1NG,01727 798000,operations@sra.org.uk, 01727 798002, http//www.salaw.com,421442
SABEERS STONE GREENE LLP,HO,130a Uxbridge RoadW12 8AA,0208 740 7007,shazia.raja@sabeers.co.uk, 0208 740 7006, http//www.sabeers.co.uk,524823
SABRETOOTH LAW LTD,HO,6 Drakes MeadowSN3 3LL,020 7016 8851,kevin@sabretoothlaw.com, 020 7016 9113,,402936
SACH SOLICITORS,HO,Albion MillsE1 8DN,020 7680 1133,mail@sach-solicitors.co.uk, 0207 680 1144, http//www.sach-solicitors.co.uk,311196
SACKER & PARTNERS LLP,HO,29 Ludgate HillEC4M 7NX,020 7329 6699,enquiries@sackers.com, 020 7248 0552, http//www.sackers.com,408231
SACKVILLES,HO,135 High StreetRM11 3YJ,01708 446704,law@sackvilles.co.uk, 01708 476018, http//www.sackvilles.co.uk,63400
SACKVILLES,BRN,12 BroadwayRM13 9YL,01708 552804,law@sackvilles.co.uk, 01708 520104, http//www.sackvilles.co.uk,63402
SAFAAZ SOLICITORS,HO,535A Stratford RoadB11 4LP,0121 772 0388,info@safaaz.com,, http//www.safaaz.com,447311
SALAM & CO,HO,AllendaleCH1 6NJ,01244 851 274,asifsalam38@hotmail.com, 01244 852 589, http//www.salamimmigration.co.uk,524959
SALANS EUROPE LLP,HO,Millennium Bridge HouseEC4V 4AJ,020 7429 6000,london@salans.com, 020 7429 6001, http//www.salans.com,499851
SALANS LLP,HO,Millennium Bridge HouseEC4V 4AJ,020 7429 6000,london@salans.com, 020 7429 6001, http//www.salans.com,428018
SALANS LLP,BRN,North TowerBR1 1LR,020 8460 2237,operations@sra.org.uk, 020 8466 9374, http//www.salans.com,498315
SALANS LLP,BRN,Keystone Innovation CentreIP24 1JD,01842 851 400,thetford@salans.com,, http//www.salans.com,498322
SALEHS LLP,HO,Didsbury HouseM20 2DW,0161 434 9991,ah@salehs.co.uk, 0161 434 8212, http//www.salehs.co.uk,450350
SALUSBURYS HARDING AND BARNETT,HO,14 New StreetLE1 5NE,0116 262 9033,law@shbsolicitors.co.uk, 0116 253 6587, http//www.shbsolicitors.co.uk,485785
SALUSBURYS HARDING AND BARNETT,BRN,3 Wycliffe StreetLE1 5LR,0116 262 6052,law@shbsolicitors.co.uk, 0116 251 5048, http//www.shbsolicitors.co.uk,487382
SAMANTHA PHILLIPS LIMITED,HO,Cygnet HouseTN22 4BJ,01825 733 334,samantha.phillips@swansboroughs.com, 01825 733 302, http//www.swanboroughs.com,511595
SAMBLE BURTON & WORTH,HO,P O Box 1  Abbey ArcadeDE14 1HQ,01283 565731,lionelc@sbw.cc, 01283 510569, http//www.solicitors-burton.co.uk,54775
SAMPSON & CO,HO,12 Church Green EastB98 8BP,01527 66221,sampson.j@btconnect.com, 01527 584114,,62091
SAMPSON COWARD,HO,2 St. Thomas's SquareSP1 1BA,01722 410664,mail@sampsoncoward.co.uk, 01722 410884, http//www.sampsoncoward.co.uk,78074
SAMUEL & CO SOLICITORS,HO,58b Ripple RoadIG11 7PG,020 8594 5000,enquiries@samuelsolicitors.com, 020 8594 0200, http//samuelsolicitors.com,387558
SAMUEL PHILLIPS LAW FIRM,HO,Gibb ChambersNE1 5XU,0191 232 8451,davidlaud@samuelphillips.co.uk, 0191 232 7664, http//www.samuelphillips.co.uk,59299
SAMUELS,HO,18 Alexandra RoadEX32 8BA,01271 343457,mail@samuels-solictors.co.uk, 01271 322187, http//www.samuels-solicitors.co.uk,73412
SANDERS & CO,HO,10 Hagley RoadDY8 1PS,01384 375437,operations@sra.org.uk, 01384 393739,,54805
SANDERS BRICKWOOD,HO,8 Park StreetGL7 2BN,01285 654601,sandbrick@aol.com, 01285 650380,,58519
SANDERS WITHERSPOON LLP,HO,Knight CourtCM14 4BE,01277 221010,info@sanderswitherspoon.co.uk, 01277 219125, http//WWW.sanderswitherspoon.co.uk,508377
SANDERS WITHERSPOON LLP,BRN,13-21 Hutton RoadCM15 8JU,01277 221010,info@sanderswitherspoon.co.uk, 01277 219125, http//www.sanderswitherspoon.co.uk,511657
SANDERSONS SOLICITORS,HO,17-19 Parliament StreetHU1 2BH,01482 324662,enquiries@sandersonssolicitors.co.uk, 01482 223110, http//www.sandersonssolicitors.co.uk,71203
SANDERSONS SOLICITORS,BRN,The HallHU17 8HL,01482 324662,enquiries@sandersonssolicitors.co.uk, 01482 860118,,290586
SANDERSONS SOLICITORS TAX AND PRIVATE WEALTH MANAGEMENT SERVICES LIMITED,HO,17-19 Parliament StreetHU1 2BH,01482 324662,enquiries@sandersonssolicitors.co.uk, 01482 229919, http//www.sandersonssolicitors.co.uk,389015
SANDHILL SOLICITORS,HO,First FloorM14 5TQ,0161 249 2280,javaid@sandhillsolicitors.co.uk, 0161 248 4885, http//www.sandhillsolicitors.co.uk,364046
SANTERS SOLICITORS,HO,44-44a Longbridge RoadIG11 8RT,0208 594 7542,legal@santers.net, 0208 594 5079, http//www.santerlegal.co.uk,519540
SARACENS SOLICITORS LTD,HO,Regent HouseW1H 5YN,0207 725 7115,info@saracenssolicitors.co.uk, 0207 725 7116, http//www.saracenssolicitors.co.uk,486657
SARAH EDMUNDS LEGAL,HO,CastleworksBN7 1YR,01273 407970,sarah@sarahedmundslegal.co.uk, 01273 474788, http//www.sarahedmundslegal.co.uk,498286
SARAH WOOTTON SOLICITORS,HO,36 Portnalls RoadCR5 3DE,01737 553812,sarahwootton@yahoo.co.uk, 01737 536760,,489246
SARGINSONS LAW LLP,HO,10 The QuadrantCV1 2EL,02476 553 181,info@SarginsonsLaw.co.uk, 02476 258 573, http//www.sarginsonslaw.co.uk,499737
SAS DANIELS LLP,HO,30 Greek StreetSK3 8AD,0161 475 7676,help@sasdaniels.co.uk, 0161 475 7677, http//www.sasdaniels.co.uk,486870
SAS DANIELS LLP,BRN,County ChambersSK11 6BA,01625 442 100,help@sasdaniels.co.uk, 01625 615 630, http//www.sasdaniels.co.uk,486888
SAS DANIELS LLP,BRN,8-10 West StreetCW12 1JS,01260 282 300,help@sasdaniels.co.uk, 01260 274243, http//www.sasdaniels.co.uk,486903
SAS DANIELS LLP,BRN,4a Woodford RoadSK7 1JJ,0161 475 7680,help@sasdaniels.co.uk, 0161 440 8083, http//www.sasdaniels.co.uk,486905
SAS DANIELS LLP,BRN,35 White FriarsCH1 1QF,01244 305 900,help@sasdaniels.co.uk, 01244 400950, http//www.sasdaniels.co.uk,486906
SASTO & KLINGER,HO,201 Great Portland StreetW1W 5AB,020 7631 4714,law@sastoklinger.com, 020 7580 7316, http//www.sastoklinger.com,74781
SAUL MARINE & CO SOLICITORS,HO,Trafalgar HouseNW7 3SA,020 8959 3611,saul@saulmarine.com, 020 8906 8167, http//www.saulmarine.com,270183
SAULET ASHWORTH LLP,HO,Froddington HousePO5 1DS,023 92 819442,info@saulet.co.uk, 023 92 820 648, http//www.saulet.co.uk,489008
SAUNDERS BEARMAN,HO,60 Welbeck StreetW1G 9XB,020 7224 2618,kate@sb-law.co.uk, 020 7224 2652, http//www.saundersbearman.com,267278
SAUNDERS LAW PARTNERSHIP LLP,HO,Essex HallWC2R 3HY,0207 632 4300,info@saunders.co.uk, 0207 836 7975, http//www.saunders.co.uk,516306
SAUNDERS ROBERTS,HO,1 Crown Court YardWR11 4RY,01386 442558,info@saundersroberts.co.uk, 01386 49448, http//www.saundersroberts.co.uk,58720
SAVAGE CRANGLE,HO,15 High StreetBD23 1AJ,01756 794611,mail@savagecrangle.co.uk, 01756 791395, http//www.savagecrangle.co.uk,54866
SAVAGE CRANGLE,BRN,Royal Oak HouseLS21 3AZ,,mail@savagecrangle.co.uk, 01943 466890, http//www.savagecrangle.co.uk,387903
SAVAGES,BRN,4 Middle StreetNE45 5AT,01434 632505,corbridge@savages-solicitors.co.uk, 01434 633220,,78060
SAVAS & SAVAGE SOLICITORS LIMITED,HO,20 Stanney LaneCH65 9AD,0151 357 2375,cm@savasandsavage.co.uk, 0151 356 8094, http//www.savageandsavage.co.uk,447618
SB SOLICITORS,HO,228a Whitechapel RoadE1 1BJ,020 7539 1900,sb_solicitors@yahoo.co.uk, 020 7539 1909, http//www.sb-solicitors.co.uk,404025
SC ANDREW LLP,HO,Hillgate HouseEC4M 7HW,+ 44 (0)20 7183 1701,pamela.pillay@scandrew.com, + 44 (0)20 7183 1702, http//www.scandrew.com,469123
SCAIFF LLP,HO,23 Foregate StreetWR1 1DN,01905 727700,mail@scaif.co.uk, 01905 29038, http//www.scaiff.co.uk,462323
SCHILLINGS,HO,40-41 Bedford SquareWC1B 3HX,020 7034 9000,legal@schillings.co.uk, 020 7034 9200, http//www.schillings.co.uk,61425
SCHNEIDER PAGE,HO,18 North Tenter StreetE1 8DL,020 7480 5477,ernest@schneiderpage.com, 020 7990 9971, http//www.schneiderpage.com,76634
SCHNEIDER PAGE,BRN,12 Semaphore RoadGU1 3PS,01483 535997,simon@schneiderpage.com,, http//www.schneiderpage.com,370041
SCHOFIELD SWEENEY LLP,HO,Church Bank HouseBD1 4DY,01274 306 000,law@schoeys.com, 01274 306 111, http//www.schofieldsweeney.co.uk,371175
SCHOFIELD SWEENEY LLP,BRN,Springfield HouseLS1 2AY,0113 220 6270,law@schoeys.com, 0113 243 9326, http//www.schofieldsweeney.co.uk,399722
SCM SOLICITORS,HO,Department SOBN3 7AU,01273 205381,operations@sra.org.uk, 01273 636485,,62032
SCOTT FOWLER,HO,Old Church ChambersNN5 5LH,01604 750506,law@scottfowler.co.uk, 01604 750385, http//www.scottfowler.co.uk,77751
SCOTT HYMAN & CO,HO,12 Church LaneOL1 3AN,0161 628 7018,operations@sra.org.uk, 0161 627 5316,,67962
SCOTT REES & CO,HO,Centaur HouseWN8 9SP,01695 722 222,info@scottrees.co.uk, 01695 733333, http//www.scottrees.co.uk,74802
SCOTT RICHARDS,HO,Newfoundland HouseTQ14 8SL,01626 772441,law@scottrichards.co.uk, 01626 779718, http//www.scottrichards.co.uk,54926
SCOTT WALBY LLP,HO,Clifton HouseBH2 5PS,01202 311 112,info@scott-walby.com, 01202 311 114, http//www.scott-walby.com,419740
SCOTT-MONCRIEFF HARBOUR & SINCLAIR,HO,Office 7NW5 1LB,020 7485 5588,scomo@scomo.com, 0207 485 5577, http//www.scomo.com,69899
SCOTTS WRIGHT,BRN,20-22 Richmond RoadDL9 3JD,01748 832431,enquiries@scottswright.com, 01748 934943, http//www.scottswright.com,287430
SCULLY & SOWERBUTTS,HO,99 Ealing RoadTW8 0LQ,020 8758 9333,info@ssplaw.co.uk, 020 8569 9628, http//www.ssplaw.co.uk,402549
SCULLY & SOWERBUTTS,BRN,Suite GTW1 4BX,020 8892 2463,info@ssplaw.co.uk, 020 8892 6403, http// www.ssplaw.co.uk,485599
SCULLY & SOWERBUTTS,BRN,7 Breasy PlaceNW4 4AU,020 8203 6895,operations@sra.org.uk, 020 8732 8363, http//www.ssplaw.co.uk,499398
SDK LAW,HO,23 The ForumRH15 9QU,01444 240 393,steven@sdk-law.co.uk, 01444 220 475, http//www.sdk-law.co.uk,516534
SEAN C TICKELL,HO,62 Avenue RoadN6 5DR,020 8341 1000,luba.tickell@btconnect.com, 020 8340 5051,,60378
SEBASTIANS,HO,St. Bartholomew HouseEC4Y 1PB,020 7583 2105,sebastians@seblaw.co.uk, 020 7353 1671, http//www.sebastians.uk.com,45312
SEDDONS,HO,5 Portman SquareW1H 6NT,020 7725 8000,postmaster@seddons.co.uk, 020 7935 5049, http//www.seddons.co.uk,68565
SEDGWICK DETERT MORAN & ARNOLD LLP,HO,Fitzwilliam HouseEC3A 8BF,020 7929 1829,operations@sra.org.uk, 020 7929 1808, http//www.sdma.com,408319
SEDGWICK KELLY LLP,HO,Watford PlaceWD18 0BY,01923 228311,mail@sedgwickkelly.co.uk, 01923 228626, http//www.sedgwickkelly.co.uk,440450
SEGENS,HO,Glade HouseEC4V 5EF,020 7332 2222,info@segens.com, 020 7236 2112, http//www.segens.com,74334
SEHDEVA LAW,HO,73 Monument LaneB45 9QJ,0121 343 1316,vsehdeva@btinternet.com, 0121 453 8611,,451272
SELDON WARD & NUTTALL,HO,18 The QuayEX39 2HF,01237 479121,solicitors@seldons.co.uk, 01237 471902, http//www.seldons.co.uk,54970
SELDON WARD & NUTTALL,BRN,15 The QuayEX39 2EZ,01237 477997,estateagents@seldons.co.uk, 01237 470076, http//www.seldons.co.uk,54971
SELVA & CO,HO,203 Kilburn High RoadNW6 7HY,020 7328 3330,sel974@aol.com, 020 7328 3339,,272039
SELWYN & CO,HO,278 Langham RoadN15 3NP,020 8881 2272,mail@selwynandco.com, 020 8889 5159, http//www.selwynandco.com,54980
SENTINELS SOLICITORS LIMITED,HO,792 Wilmslow RoadM20 6UG,0161 998 2862,info@sentinelssolicitors.co.uk, 0161 902 9097, http//www.sentinelssolicitors.co.uk,450386
SERGEANT & COLLINS,HO,25 Oswald RoadDN15 7PS,01724 864215,sergeantcollins@tiscali.co.uk, 01724 280253,,54988
SERIOUS LAW,HO,66 Chorley StreetBL1 4AL,01204 361799,tbw@seriouslaw.co.uk, 01204 362988, http//www.seriouslaw.co.uk,71105
SERJEANT & SON,HO,101 High StreetPE26 1DA,01487 812325,legal@serjeantandson.co.uk, 01487 812119,,54990
SETH LOVIS & CO,HO,33 Henrietta StreetWC2E 8NA,0207 420 7020,slovis@sethlovis.co.uk, 0207 420 7029, http//www.sethlovis.co.uk,321388
SEYMOURS,HO,Queens HouseCV1 3JN,024 7655 3961,law@seymours.co.uk, 024 7625 1634, http//www.seymours-solicitors.co.uk,71495
SEYMOURS,HO,75 Carter LaneEC4V 5EP,020 7236 4322,jseymour@seymourslaw.com, 020 7236 4353,,380197
SFN SOLICITORS,HO,3-5 Red Lion StreetBB11 2AE,01282 421284,info@sfn.co.uk, 01282 412299, http//www.sfn.co.uk,55790
SFN SOLICITORS,BRN,3-5 Red Lion StreetBB11 2AE,01282 421284,info@sfn.co.uk, 01282 421556, http//www.sfn.co.uk,301160
SGM SOLICITORS,HO,76-80 Heaton Moor RoadSK4 4NZ,0161 947 4990,operations@sra.org.uk, 0161 975 0041, http//www.sgmsolicitors.com,521367
SHAAD  SOLICITORS,HO,Linton House (4th Floor)NW5 1RS,020 7428 7728,services@shaadsolicitors.com, 020 7428 7727, http//www.shaadsolicitors.com,447620
SHACKLOCKS SOLICITORS & INVESTMENT ADVISORS,HO,St. Peters HouseNG18 1AL,01623 626141,enquiries@shacklocks.co.uk, 01623 658633, http//www.shacklocks.co.uk,312422
