Name,Office,Address,Telephone,,,,,
SYEDS SOLICITORS,BRN,366A Cheetham Hill RoadM8 9LS,0161 795 2111,,info@syedsolicitors.com, 0161 795 2444,: http://www.syedsolicitors.com,498994
T C SMITH,HO,9 Church StreetTD15 1EF,01289 307409,,mtb@tcsmith.co.uk, 01289 331631,,55506
T J LEGAL SERVICES LIMITED,HO,Abbey HouseSY2 6BH,01743 285888,,enquiries@terry-jones.co.uk, 01743 285900,: http://www.terry-jones.co.uk,446632
T J LEGAL SERVICES LIMITED,BRN,Unit 7TF3 3DE,01952 297979,,enquiries@terry-jones.co.uk, 01952 297980,: http://www.terry-jones.co.uk,446633
T J LEGAL SERVICES LIMITED,BRN,64 Upper BarTF10 7EJ,01952 810307,,enquiries@terry-jones.co.uk, 01952 820318,: http://www.terry-jones.co.uk,450657
T V EDWARDS LLP,HO,Park HouseE1 4TP,0207 790 7000,,enquires@tvedwards.com,,: http://www.tvedwards.com,465533
T V EDWARDS LLP,BRN,27a Mile End RoadE1 4TP,0207 790 7000,,enquires@tvedwards.com, 0207 702 7178,: http://www.tvedwards.com,465550
T V EDWARDS LLP,BRN,Emma HouseN15 4NP,0208 885 8500,,enquiries@tvedwards.com, 0208 808 3544,: http://www.tvedwards.com,496823
TALBOTS LEGAL ADVICE CENTRE LLP,HO,63 Market StreetDY8 1AQ,01384 4458500,,info@talbotslac.co.uk, 01384 378461,: http://www.talbotslac.co.uk,472856
TALBOTS LEGAL ADVICE CENTRE LLP,BRN,124 High StreetDY8 1DT,01384 447777,,info@talbotssolicitors.co.uk, 01384 447799,: http://www.talbotslac.co.uk,472857
TALBOTS LEGAL ADVICE CENTRE LLP,BRN,30 Church StreetDY10 2AX,01562 749910,,info@talbotslac.co.uk, 01562 827601,: http://www.talbotslac.co.uk,472858
TALBOTS LEGAL ADVICE CENTRE LLP,BRN,Fountain Arcade ChambersDY1 1PE,01384 252 471,,operations@sra.org.uk, 01384 239 086,,524510
TALBOTS LEGAL ADVICE CENTRE LLP,BRN,First FloorDY1 1DZ,01384 214 596,,operations@sra.org.uk, 01384 214 918,,524513
TANG BENTLEY AND JACKSON LIMITED,HO,151 West StreetPO16 0DZ,01329 220 401,,operations@sra.org.uk, 01329 828 347,,422314
TANK JOWETT,BRN,Unit 5  10 Beechen GroveWD17 2AD,01923 251878,,operations@sra.org.uk, 01923 251863,,425998
TATES SOLICITORS (INCORPORATING GILES AND HAMMOND),HO,2 Park Square EastLS1 2NE,0113 242 2290,,post@tateslaw.force9.co.uk, 0113 242 1282,: http://www.tates-solicitors.co.uk,66908
TAYLOR HALDANE BARLEX LLP,HO,Copt HouseCM2 6JG,8452937688,,mail@thblegal.com, 01245 455 590,: http://www.thblegal.com,490446
TAYLOR HAMPTON SOLICITORS LLP,HO,3rd FloorWC2R 1AT,0207 427 5970,,enquiries@thlaw.co.uk, 020 7353 1238,: http://www.thlaw.co.uk,471418
TAYLOR STREET SOLICITORS LLP,HO,378-380 Vale RoadGU12 5NJ,01252 400 999,,taylorstreetsolicitors@hotmail.co.uk, 01252 400 998,,518592
TAYLOR VINTERS,HO,Merlin PlaceCB4 0DP,01223 423444,,info@taylorvinters.com, 01223 423 486,: http://www.taylorvinters.com,67782
TAYLOR WESSING LLP,HO,5 New Street SquareEC4A 3TW,020 7300 7000,,london@taylorwessing.com, 020 7300 7100,: http://www.taylorwessing.com,463016
TAYLOR WESSING LLP,BRN,24 Hills RoadCB2 1JP,01223 446400,,operations@sra.org.uk, 01223 446 401,: http://www.taylorwessing.com,463017
THE CONNEXION PARTNERSHIP,HO,Alberton HouseM3 2WJ,08701 601160,,info@cxp.com, 08701 975377,: http://www.cxp-law.com,345514
THE CONNEXION PARTNERSHIP,BRN,63 Temple RowB2 5LS,0121 633 6606,,operations@sra.org.uk, 0121 633 6617,,345517
THE FIRM SOLICITORS LLP,HO,First FloorB91 3SB,0121 704 3311,,info@thefirmsolicitorsllp.com, 0121 704 3300,,483214
THE FIRM SOLICITORS LLP,BRN,Gazette Buildings Suite 133B4 6TF,0121 709 6506,,info@thefamilyfirm.co.uk, 0121 236 1474,,483217
THE FIRM SOLICITORS LLP,BRN,M & P HouseB98 8BP,0121 704 3311,,operations@sra.org.uk, 01527 61740,,490254
THE ISLAMIC WILLS COMPANY LTD,HO,8 Howden CloseSE28 8HD,0845 813 2323,,contact@islamwills.com,,: http://www.islamwills.com,470664
THE JOHNSON PARTNERSHIP,HO,Cannon CourtNG1 6JE,0115 941 9141,,mail@thejohnsonpartnership.co.uk, 0115 947 0178,: http://www.thejohnsonpartnership.co.uk,73370
THE JOHNSON PARTNERSHIP,BRN,North Nottinghamshire BusinessNG18 1QL,01623 427575,,mail@jpmansfield.co.uk, 01623 429403,: http://www.thejohnsonpartnership.co.uk,495377
THE JOHNSON PARTNERSHIP INCORPORATING SARAH MARGIOTTA,BRN,10 Dovedale HouseDE1 1PL,01332 370473,,mail@jpderby.co.uk, 01332 370637,: http://www.thejohnsonpartnership.co.uk,427806
THE JONATHAN MORRISSEY PRACTICE,HO,264 Old Christchurch RoadBH1 1PF,01202 310999,,jm@jmlaw.co.uk, 01202 311994,,77560
THE KHAN PARTNERSHIP LLP,HO,48-49 Russell SquareWC1B 4JP,020 7612 2530,,info@thekhanpartnership.com, 020 7612 2531,: http://www.thekhanpartnership.com,472053
THE PURKISS PARTNERSHIP,HO,The HayloftGU9 9HR,01252 344311,,operations@sra.org.uk, 01252 318 536,: http://www.thepurkisspartnership.co.uk,389310
THE SETHI PARTNERSHIP SOLICITORS,HO,Barn HouseHA4 8TB,020 8866 6464,,info@sethi.co.uk, 020 8866 3232,: http://www.sethi.co.uk,78533
THE SOLICITORS' CHAMBERS,HO,9 Front StreetWF8 1DA,01977 599999,,partners@solicitorschambers-yorks.co.uk, 01977 797999,: http://www.solicitorschambers-yorks.co.uk,291748
THE SOLICITORS' CHAMBERS (YORKS),BRN,23 CheapsideWF1 2TF,01924 373999,,partners@solicitorschambers-yorks.co.uk, 01924 201015,: http://www.solicitorschambers-yorks.co.uk,349608
THE WATERHOUSE TRUSTEE COMPANY,HO,35 Vine StreetEC3N 2AA,0207 861 4000,,operations@sra.org.uk,,,328080
THOMAS EGGAR LLP,HO,The Corn ExchangePO19 1GE,01243 786111,,tony.edwards@thomaseggar.com, 01243 775640,: http://www.thomaseggar.com,463287
THOMAS EGGAR LLP,BRN,Belmont HouseRH10 1JA,01293 742700,,tony.edwards@thomaseggar.com, 01293 742999,: http://www.thomaseggar.com,463288
THOMAS EGGAR LLP,BRN,76 Shoe LaneEC4A 3JB,020 7842 0000,,tony.edwards@thomaseggar.com, 020 7842 3900,: http://www.thomaseggar.com,463290
THOMAS EGGAR LLP,BRN,Arundel HouseBN11 1SL,01903 234411,,tony.edwards@thomaseggar.com, 01903 207566,: http://www.thomaseggar.com,463291
THOMAS EGGAR LLP,BRN,Newbury HouseRG14 5XR,01635 571000,,tony.edwards@thomaseggar.com, 01635 523444,: http://www.thomaseggar.com,471872
THOMAS EGGAR LLP,BRN,Brunel HouseSO15 2AQ,02380 831100,,operations@sra.org.uk, 02380 831185,: http://www.thomaseggar.com,493954
THOMPSON & CO,BRN,1st FloorSW17 9NA,020 8682 4040,,operations@sra.org.uk, 020 8682 4500,,387420
THOMPSON & LILLEY,HO,20a Berkeley StreetW1J 8AH,0207 499 3633,,info@thompsonlilley.co.uk, 020 7499 4248,: http://www.thompsonlilley.com,403891
THOMPSONS,BRN,The McLaren BuildingB4 7LF,0121 262 1200,,operations@sra.org.uk, 0121 236 6715,: http://www.thompsons-law.co.uk,203860
THRING TOWNSEND LEE & PEMBERTONS,HO,6 Drakes MeadowSN3 3LL,01793 410800,,solicitors@ttuk.com, 01793 539040,: http://www.ttuk.com,330638
THRING TOWNSEND LEE & PEMBERTONS,BRN,Midland Bridge RoadBA1 2HQ,01225 340000,,operations@sra.org.uk, 01225 319 735,,362661
THRING TOWNSEND LEE & PEMBERTONS,BRN,The ParagonBS1 6BX,1179309500,,solicitors@ttuk.com,1179293369,: http://www.ttuk.com,427400
THRING TOWNSEND LEE & PEMBERTONS,BRN,Kinnaird HouseSW1Y 5AU,0207 766 5600,,operations@sra.org.uk, 020 7766 5675,: http://www.ttuk.com,468263
TIERNEY & CO,HO,The Old DispensaryS25 2LE,01909 550730,,adpt@tierneyandco.co.uk, 01909 566537,: http://www.tierneyandco.co.uk,67534
TIERNEY & CO,BRN,137 Bawtry RoadS66 2BW,01709 709000,,adpt@tierneyandco.co.uk, 01709 709007,: http://tierneyandco.co.uk,222904
TILLY BAILEY & IRVINE LLP,HO,York ChambersTS26 9DP,01429 264101,,info@tbi.co.uk,8453022991,: http://www.tbilaw.co.uk,439536
TIM LUMB LIMITED,HO,Norwich Union HouseNG1 2LH,01159 587444,,operations@sra.org.uk, 0115 9588 666,: http://www.cartwrightking.co.uk,389732
TLT LLP,HO,1 Redcliff StreetBS1 6TP,0117 917 7777,,generalenquiries@TLTsolicitors.com, +44 (0)117 917 7778,: http://www.tltsolicitors.com,406297
TNT (THANKI NOVY TAUBE),HO,Imperial WorksNW5 3ED,020 7485 5558,,girishthanki@tntlaw.co.uk, 020 7485 5556,: http://www.tntlaw.co.uk,75867
TNTKELLY SOLICITORS,HO,Unit 3  Mitre BuildingsCM20 1DR,01279 641 821,,info@tntkelly.co.uk, 01279 641834,: http://www.tntkelly.co.uk,344970
TRANTERS CRIMINAL LAW SOLICITORS LIMITED,HO,116-120 Sale RoadM23 0BX,0161 998 9999,,operations@sra.org.uk, 0161 998 3399,: http://www.tranters.com,405452
TRAVERS SMITH LLP,HO,10 Snow HillEC1A 2AL,0207 295 3000,,travers.smith@traverssmith.com, 0207 295 3500,: http://www.traverssmith.com,489478
TRAVERS SMITH LLP,BRN,12 Smithfield StreetEC1A 9LA,0207 295 3000,,operations@sra.org.uk, 0207 295 3500,,489483
TRINITY ADVOCATES,HO,1st FloorEX1 1DZ,01392 927 111,,katrinabyrne@trinityadvocates.co.uk, 01392 477 783,: http://www.trinityadvocates.co.uk,509976
TROBRIDGES,HO,1 Ford Park RoadPL4 6LY,01752 664022,,mail@trobridges.co.uk, 01752 223761,: http://www.trobridges.co.uk,56757
TROTT & GENTRY,HO,90-92 Islington High StreetN1 8EG,0207 704 7500,,lawyer@trottgentry.co.uk, 0207 704 7501,: http://www.trottgentry.co.uk,56761
TRUSTEE SOLUTIONS LIMITED,HO,1 Park RowLS1 5AB,0113 244 5000,,operations@sra.org.uk, 0113 244 8000,: http://www.pinsentmasons.com,76341
TUCKERS,HO,63-65 Mosley StreetM2 3HZ,0161 233 4321,,info@tuckerssolicitors.com, 0161 233 4333,: http://www.tuckerssolicitors.com,56791
TUCKERS,BRN,39 Warren StreetW1T 6AF,020 7388 8333,,info@tuckerssolicitors.com, 020 7388 7333,: http://www.tuckerssolicitors.com,56795
TUCKERS,BRN,18 Camberwell Church StreetSE5 8QU,0207 703 2324,,operations@sra.org.uk, 0207 708 5739,,495929
TUCKERS INCORPORATING CARVERS CRIMINAL DEPT,BRN,9a Coleshill RoadB36 8AA,0121 784 8484,,operations@sra.org.uk, 0121 783 4935,,465466
TUCKERS INCORPORATING CARVERS CRIMINAL DEPT,BRN,896 Bristol Road SouthB31 2NS,0121 256 5656,,operations@sra.org.uk, 0121 256 5666,,465471
TWELL & CO,HO,3rd FloorPO30 5HD,01983 539 999,,rjt@twellandco.co.uk, 01983 539 988,,403629
ULLAH LAW ASSOCIATES,HO,220 Church RoadNW10 9NP,0208 830 4800,,mohammedu@ulasolicitors.com, 0208 459 6261,: http://www.ulasolicitors.com,471195
VECTIS LAW,HO,St Thomas HousePO30 1SL,0845 1200557,,ovincent@vectislaw.com, 0845 8338 912,: http://www.vectislaw.com,448881
VECTIS LAW,BRN,27a Cross StreetPO33 2AA,0845 1200 557,,info@vectislaw.co.uk, 0845 8338 912,: http://www.vectislaw.co.uk,465499
VECTIS LAW,BRN,Langstone GatePO9 1TR,,,operations@sra.org.uk,,,533919
VEJA & CO SOLICITORS LIMITED,HO,593 Uxbridge RoadUB4 8HR,0208 581 1502,,raj.veja@vejaandco.com, 0208 581 1503,: http://www.vejaandco.com,483543
VEJA & CO SOLICITORS LIMITED,BRN,58 London RoadLE2 0QD,0116 2555 557,,Veja_and_co@yahoo.co.uk, 0116 2555 456,: http://www.vejaandco.com,483544
VEJA & CO SOLICITORS LIMITED,BRN,91 South RoadUB1 1SH,0208 574 2626,,raj.veja@vejaandco.com, 0208 571 3118,: http://www.vejaandco.com,495079
VENTERS SOLICITORS,HO,1-6 Camberwell GreenSE5 7AD,020 7277 0110,,info@venters.co.uk, 020 7277 0132,: http://www.venters.co.uk,352598
VENTERS SOLICITORS,BRN,Suite BRH2 9AE,01737 229 610,,reigate@venters.co.uk, 01737 244 520,: http://www.venters.co.uk,471024
VESEY AND CLARKE SOLICITORS LIMITED,HO,1 Station RoadB14 7SR,0121 443 2222,,info@veseyandclarke.com, 0121 444 0044,: http://www.veseyandclarke.com,472717
VHS FLETCHERS,HO,111 Carrington StreetNG1 7FE,0115 959 9550,,nottingham@vhsfletchers.co.uk, 0115 959 9597,: http://www.vhsfletchers.co.uk,488216
VHS FLETCHERS,BRN,First FloorDE7 5QJ,0115 944 1233,,ilkeston@vhsfletchers.co.uk, 0115 944 1220,: http://www.vhsfletchers.co.uk,488218
VICKERS & CO,HO,183 Uxbridge RoadW13 9AA,020 8579 2559,,reception@vickers-solicitors.co.uk, 020 8567 6965,: http://www.vickers-solicitors.co.uk,56975
VICTOR LISSACK ROSCOE & COLEMAN,HO,70 Marylebone LaneW1U 2PQ,0207 487 2505,,law@victorlissack.co.uk, 0207 487 5005,,56984
VIRGO SOLICITORS,HO,Suite 11  Imperial HouseN17 0SP,020 8885 3999,,virgosolicitors@btconnect.com, 020 8885 4114,: http://www.virgosolicitors.co.uk,403617
VIRTUAL LAWYERS LIMITED,HO,Hyde Park HouseSW15 2RS,2088230776,,info@virtuallaw.eu,2088230777,: http://www.virtuallaw.eu,462361
VIZARDS WYETH,HO,Riverbridge HouseDA2 6SL,020 7400 9999,,operations@sra.org.uk, 020 7400 9990,: http://www.vizardswyeth.com,353327
VYMAN SOLICITORS LIMITED,HO,Vyman HouseHA1 1BQ,+44 (0) 20 8427 9080,,operations@sra.org.uk, +44 (0) 20 8427 9050,,324016
VYMAN SOLICITORS LIMITED,BRN,26 Harmer StreetDA12 2AX,1474537270,,operations@sra.org.uk, 01474 537037,,324019
VYMAN SOLICITORS LIMITED,BRN,G17ME5 9FD,01634 887282,,operations@sra.org.uk,,,386590
WAINWRIGHT & CUMMINS,HO,413a Brixton RoadSW9 7DG,020 7737 9330,,solicitors@wainwrightcummins.co.uk, 020 7737 9331,: http://www.wainwright-cummins.co.uk,60195
WAINWRIGHT & CUMMINS,BRN,30A Acre LaneSW2 5SG,020 7326 7460,,solicitors@wainwrightcummins.co.uk, 020 7733 0463,: http://www.wainwrightcummins.co.uk,369454
WAITT & CO,HO,Ingles CottageCT20 2RT,01303 211999,,enquiries@waittandco.com, 01301 250250,,264461
WALKER MORRIS,HO,Kings CourtLS1 2HL,0113 283 2500,,dxj@walkermorris.co.uk, 0113 245 9412,: http://www.walkermorris.co.uk,68432
WALKER MORRIS PENSION TRUSTEES LIMITED,HO,Kings CourtLS1 2HL,0113 283 2500,,operations@sra.org.uk, 0113 245 9412,,422316
WALKER MORRIS TRUSTEES LIMITED,HO,Kings CourtLS1 2HL,,,operations@sra.org.uk,,,189446
WALLERS,BRN,Merchant HouseNE1 1EE,0191 261 2281,,law@wallers.co.uk, 0191 232 1007,,372134
WALLERS,BRN,Home Equity ReleaseNE3 4PL,,,operations@sra.org.uk,,,372135
WANNOP & FOX,HO,South Pallant HousePO19 1TH,01243 778844,,info@wannopfox.com, 01243 773832,: http://www.wannopfox.com,223571
WANNOP & FOX,BRN,77 Portland RoadBN11 1QG,01903 201120,,operations@sra.org.uk, 01903 200213,,464122
WANSBROUGHS,HO,Northgate HouseSN10 1JX,01380 733300,,mail@wansbroughs.com, 01380 733600,: http://www.wansbroughs.com,260701
WANSBROUGHS,BRN,Oakwood HouseSN12 7NP,01225 896 100,,MAIL@WANSBROUGHS.COM, 01225 896950,: http://www.wansbroughs.com,260702
WARD HADAWAY,HO,Sandgate HouseNE1 3DX,0191 204 4000,,enquiries@wardhadaway.com, 0191 204 4001,: http://www.wardhadaway.com,204387
WARD HADAWAY,BRN,1a Tower SquareLS1 4DL,0113 205 6600,,enquiries@wardhadaway.com, 0113 205 6700,: http://www.wardhadaway.com,494985
WARDS SOLICITORS,HO,52 Broad StreetBS1 2EP,0117 929 2811,,info@wards.uk.com, 0117 929 0686,: http://www.wards.uk.com,57245
WARNER ASSOCIATES,HO,85-87 Bayham StreetNW1 0AG,020 7788 4111,,law@warnerassociates.org, 020 7788 42222,: http://www.warnerassociates.org,325185
WATSON BURTON LLP,HO,1 St. James' GateNE99 1YQ,0191 244 4444,,enquiries@watsonburton.com, 0191 244 4500,: http://www.watsonburton.com,401287
WATSON BURTON LLP,BRN,1 City SquareLS1 2ES,0113 235 5455,,enquiries@watsonburton.com, 0113 235 5450,: http://www.watsonburton.com,420341
WATSON BURTON LLP,BRN,Floor 29EC3A 8BF,020 7337 8300,,enquiries@watsonburton.com, 020 7337 8350,: http://www.watsonburton.com,444400
WATSONS SOLICITORS,HO,11-15 Bold StreetWA1 1DJ,01925 571212,,chris.hanratty@watsonssolicitors.com, 01925 444323,: http://www.watsonssolicitors.com,57346
WEIGHTMANS LLP,HO,India BuildingsL2 0GA,0151 227 2601,,james.holman@weightmans.com, 0151 227 3223,: http://www.weightmans.com,463329
WEIGHTMANS LLP,BRN,First FloorB2 5EF,0121 632 6100,,james.holman@weightmans.com, 0121 632 5410,: http://www.weightmans.com,463330
WEIGHTMANS LLP,BRN,First FloorLE1 6LP,0116 253 9747,,james.holman@weightmans.com, 0116 253 6101,: http://www.weightmans.com,463331
WEIGHTMANS LLP,BRN,Second FloorEC4A 3BF,0207 822 1900,,james.holman@weightmans.com, 0207 822 1901,: http://www.weightmans.com,463332
WEIGHTMANS LLP,BRN,3 Picadilly PlaceM1 3BN,0161 233 7330,,james.holman@weightmans.com, 0161 233 7331,: http://www.weightmans.com,463333
WEST LONDON LAW LIMITED,HO,Boundary HouseW7 2QE,0208 434 3508,,info@westlondonlaw.com, 0208 434 3740,: http://www.westlondonlaw.com,512637
WHELDON LAW,HO,11-13 Alexandra RoadHP2 5BS,01442 242 999,,andy@wheldonlaw.co.uk, 01442 284 699,,388701
WHITELOCK & STORR,HO,4 Bloomsbury SquareWC1A 2RL,7766407408,,info@whitelockandstorr.com, 020 7404 4131,: http://www.whitelockandstorr.com,59431
WHITEROSE BLACKMANS SOLICITORS LLP,HO,146 Cardigan RoadLS6 1LU,0113 216 5507,,info@whiteroseblackmans.co.uk, 0113 216 5508,: http://www.whiteroseblackmans.co.uk,496788
WIDDOWS MASON,HO,20 King StreetWN7 4LR,01942 673311,,info@widdows.co.uk, 01942 261760,: http://www.widdows.co.uk,78473
WIDDOWS MASON,BRN,63 Market StreetBL5 3AG,01942 816515,,operations@sra.org.uk, 01942 819152,: http://www.widdows.co.uk,78475
WIDDOWS MASON,BRN,Arundel HouseWA1 1EP,01925 632 267,,info@widdows.co.uk, 01925 445 148,: http://www.widdows.co.uk,200860
WIDDOWS MASON,BRN,16 Library StreetWN1 1NZ,01942 244294,,operations@sra.org.uk, 01942 821673,: http://www.widdows.co.uk,349881
WIDDOWS MASON,BRN,10 Cross StreetWN2 3AT,01942 257930,,operations@sra.org.uk, 01942 526256,: http://www.widdows.co.uk,349883
WIDDOWS MASON,BRN,55 High StreetWA7 1AH,01928 580066,,operations@sra.org.uk, 01928 580110,: http://www.widdows.co.uk,370337
WILKINSON & BUTLER,HO,8 Huntingdon StreetPE19 1BH,01480 219229,,law@wbsols.co.uk, 01480 472651,: http://www.wbsols.co.uk,73755
WILL HARRINGTON & CO,HO,Quality HouseB72 1UH,0121 321 1999,,william.harrington@willharringtons.co.uk, 0121 321 1911,: http://www.willharringtons.co.uk,271842
WILL HARRINGTON & CO,BRN,Bell HouseB79 7JN,01827 62828,,tamworth@willharringtons.co.uk, 01827 66868,: http://www.willharringtons.co.uk,448466
WILLIAMS MACDOUGALL & CAMPBELL,HO,24 Liverpool GardensBN11 1RY,01903 214186,,sbrett@wmclegal.co.uk, 01903 215776,,68294
WILLIAMSON & SODEN,HO,54 Stratford RoadB90 3LS,0121 733 8000,,law@williamsonandsoden.co.uk, 0121 733 3322,: http://www.williamsonandsoden.co.uk,59711
WILLIAMSON & SODEN,BRN,Windsor HouseB7 4HZ,0121 333 4848,,operations@sra.org.uk, 0121 333 3737,,59712
WILLIAMSONS SOLICITORS LIMITED,HO,45 LowgateHU1 1EN,01482 323 697,,operations@sra.org.uk, 01482 328 132,: http://www.williamson-solicitors.co.uk,522081
WILMER CUTLER PICKERING  HALE AND DORR LLP,BRN,4 Carlton GardensSW1Y 5AA,020 7872 1000,,operations@sra.org.uk, 020 7839 3537,: http://www.wilmerhale.com,402261
WILSON & CO,HO,697 High RoadN17 8AD,020 8808 7535,,info@wilsons-solicitors.org.uk, 020 8880 3393,: http://www.wilsons-solicitors.org.uk,71321
WITHERS LLP,HO,16 Old BaileyEC4M 7EG,020 7597 6000,,julie.culham@withersworld.com, 0207 597 6543,: http://www.withersworldwide.com,352314
WMBLAW LIMITED,HO,Kingsland HouseTF3 3BD,01952 291100,,info@wmblaw.co.uk, 01952 291821,: http://www.wmblaw.co.uk,424034
WOODFINES LLP,HO,16 St. Cuthberts StreetMK40 3JG,01234 270600,,mail@woodfines.co.uk, 01234 210128,: http://www.woodfines.co.uk,439262
WOODFINES LLP,BRN,Regency CourtMK9 2HR,01908 202150,,mail@woodfines.co.uk, 01908 202152,: http://www.woodfines.co.uk,439305
WOODFINES LLP,BRN,125-131 QueenswayMK2 2DH,01908 366333,,mail@woodfines.co.uk, 01908 644096,: http://www.woodfines.co.uk,439308
WOODFINES LLP,BRN,6 Bedford RoadSG19 1EN,01767 680251,,mail@woodfines.co.uk, 01767 691775,: http://www.woodfines.co.uk,439314
WOODFINES LLP,BRN,2nd Floor Botanic HouseCB2 1JZ,01223 411421,,mail@woodfines.co.uk, 01223 413710,: http://www.woodfines.co.uk,489437
WRAGGE & CO LLP,HO,55 Colmore RowB3 2AS,0121 233 1000,,mail@wragge.com, 0121 214 1099,: http://www.wragge.com,382961
WRAGGE & CO LLP,BRN,3 Waterhouse SquareEC1N 2SW,0870 903 1000,,mail@wragge.com, 0870 904 1099,: http://www.wragge.com,382962
WRIGHT SON & PEPPER,HO,9 Gray's Inn SquareWC1R 5JF,020 7242 5473,,wsp@wsap.co.uk, 020 7831 7454,: http://www.wsap.co.uk,60077
WRIGHTWAY SOLICITORS,HO,83 Lewisham High StreetSE13 5JX,0208 297 0044,,wrightwaysolicitors@yahoo.co.uk, 0208 297 0060,,449465
YATES ARDERN,HO,131-133 Old StreetOL6 7SA,0161 330 3332,,operations@sra.org.uk, 0161 339 4150,,56524
YOUNG & CO,HO,Edward HouseST3 1NZ,01782 339200,,civil@youngandco.com, 01782 339201,,56536
ZMS LEGAL LIMITED,HO,11 Bowling Green StreetLE1 6AS,0116 2470 790,,zms.solicitors@hotmail.co.uk, 0116 2552 713,,486871
